,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category,center_X,center_Y
9969,9970,002213328.jpg,-1,-1,944,668,1016,601,970,599,1028,716,-1,-1,993,600,958,465,957.0,437.0,954.0,370.0,1100,551,1066,495,1005,458,911,471,888,546,919,548,2.0051134631237204,frisbee,sports,993.0,600.0
9970,9971,062833637.jpg,-1,-1,938,650,925,476,861,512,828,650,952,689,893,494,792,298,795.062,272.2143,807.938,163.7857,985,355,971,367,878,301,706,295,595,293,528,276,3.275714273254003,frisbee,sports,893.0,494.0
9983,9984,015034587.jpg,1055,548,1069,445,1053,362,1109,354,1130,434,1122,506,1081,358,1073,236,1069.03,221.3961,1048.97,147.6039,1082,391,1053,338,1026,250,1119,221,1133,286,1120,341,2.294103746564222,frisbee,sports,1081.0,358.0
10021,10022,002903878.jpg,651,575,666,556,713,555,702,507,655,510,597,503,708,531,786,520,791.8383,516.5501,846.1617,484.4499,773,552,779,568,803,550,768,489,751,501,745,517,1.8929595875242555,"skiing, downhill",winter activities,707.5,531.0
10373,10374,033244772.jpg,413,607,530,590,812,561,781,462,601,365,394,231,797,512,949,301,948.8926,308.4119,951.1074,155.5881,989,615,1056,514,1025,324,872,278,888,427,907,590,4.585193561890272,skateboarding,sports,796.5,511.5
10379,10380,038839318.jpg,400,443,458,312,437,240,511,239,592,309,533,426,474,240,535,107,532.1923,108.0726,626.8077,71.9274,402,71,371,71,480,84,590,130,551,167,592,229,3.038536489825323,skateboarding,sports,474.0,239.5
10381,10382,033222776.jpg,586,323,560,283,595,309,576,315,522,301,499,375,586,312,537,225,539.4815,224.7518,474.5185,231.2482,575,200,567,185,551,205,522,245,483,277,470,250,1.958611753257904,skateboarding,sports,585.5,312.0
10382,10383,041132270.jpg,624,559,622,442,564,341,521,341,551,447,527,553,543,341,572,214,577.1729,214.9853,650.8271,229.0147,667,158,633,182,596,206,547,221,534,240,521,262,2.2493519066611163,skateboarding,sports,542.5,341.0
10383,10384,099980514.jpg,673,454,697,393,655,344,654,346,685,400,654,447,655,345,672,280,681.2568,270.7432,713.7432,238.2568,592,277,625,280,666,279,677,281,645,274,636,272,1.378277185474678,skateboarding,sports,654.5,345.0
10384,10385,049299243.jpg,367,517,440,437,392,314,440,315,516,394,493,513,416,315,506,217,519.377,205.5552,582.623,151.4448,517,296,468,272,496,192,516,242,439,262,458,328,2.4970382456021776,skateboarding,sports,416.0,314.5
10386,10387,016284658.jpg,524,533,540,493,521,431,553,408,598,474,619,529,537,420,498,369,493.5561,384.7246,515.4439,307.2754,502,522,473,485,475,403,521,335,558,306,585,317,2.414476340741404,skateboarding,sports,537.0,419.5
10387,10388,004234975.jpg,565,522,582,433,591,328,626,335,660,444,658,523,609,332,634,230,632.1585,233.1115,664.8415,177.8885,499,238,552,233,605,224,662,236,679,224,707,202,1.9250932444949256,skateboarding,sports,608.5,331.5
10390,10391,020523393.jpg,672,443,692,328,655,215,663,205,712,303,621,368,659,210,754,104,737.5907,104.0,806.4093,104.0,587,35,651,62,713,93,794,114,838,124,889,121,2.0645580640902303,skateboarding,sports,659.0,210.0
10391,10392,069532941.jpg,663,383,701,286,614,255,617,263,675,352,624,433,616,259,677,175,674.9577,175.7321,732.0423,155.2679,529,225,583,189,649,171,704,179,745,207,780,199,1.8192569911917336,skateboarding,sports,615.5,259.0
10392,10393,074110704.jpg,668,572,675,455,630,314,587,320,601,463,553,557,609,317,707,282,725.2792,294.8164,775.7208,330.1836,752,371,736,296,717,285,697,278,656,301,640,335,1.8481558375851317,skateboarding,sports,608.5,317.0
10395,10396,099047167.jpg,745,414,719,343,766,260,746,245,682,318,708,408,756,253,708,150,702.5987,150.1543,643.4013,151.8457,761,203,744,187,713,154,703,145,733,145,734,150,1.7766485302388877,skateboarding,sports,756.0,252.5
10396,10397,037426447.jpg,697,514,674,400,745,314,783,314,764,391,783,514,764,314,761,184,754.1295,178.3365,693.8705,128.6635,649,187,681,238,722,195,799,173,843,251,830,341,2.3427983267878605,skateboarding,sports,764.0,314.0
10397,10398,076080167.jpg,639,444,560,397,540,279,569,243,594,307,659,406,555,261,501,131,501.8741,128.2686,524.1259,58.7314,337,144,388,163,459,134,543,128,600,146,671,150,2.190320524489509,skateboarding,sports,554.5,261.0
10398,10399,045272543.jpg,969,773,866,600,1062,435,994,432,742,621,919,823,1028,434,798,142,804.4652,143.6163,595.5348,91.3837,901,75,1018,113,857,100,739,184,721,296,609,361,6.460816047528361,skateboarding,sports,1028.0,433.5
10400,10401,076902324.jpg,571,1064,533,934,408,843,422,843,482,956,398,1074,415,843,-1,-1,-1.0,-1.0,-1.0,-1.0,588,843,513,869,497,718,-1,-1,533,867,585,881,3.1872144577985337,skateboarding,sports,415.0,843.0
10401,10402,066775603.jpg,576,792,511,679,561,523,619,533,612,687,684,804,590,528,577,327,570.0094,317.7753,486.9906,208.2247,497,359,451,400,499,326,655,328,737,379,768,487,4.123602308661688,skateboarding,sports,590.0,528.0
10403,10404,093921849.jpg,669,732,698,605,650,463,732,470,804,588,778,699,691,467,745,304,724.7911,319.0492,812.2089,253.9508,650,181,604,237,684,285,806,323,881,362,927,408,3.2698183435781263,skateboarding,sports,691.0,466.5
10407,10408,075830571.jpg,579,396,591,294,671,253,700,246,714,258,666,367,686,250,680,150,675.791,134.6791,659.209,74.3209,553,159,602,170,639,162,721,138,769,128,795,82,1.877837053633781,skateboarding,sports,685.5,249.5
10408,10409,065088349.jpg,547,416,537,330,568,323,602,314,646,319,659,399,585,319,563,249,562.2136,247.9209,520.7864,191.0791,531,333,512,293,523,266,602,232,653,225,720,234,2.1100900454719933,skateboarding,sports,585.0,318.5
10409,10410,017779834.jpg,555,520,612,401,594,259,609,246,617,369,497,409,602,253,761,220,764.7905,220.3261,850.2095,227.6739,526,194,633,186,736,207,786,233,707,269,654,307,2.572034214391403,skateboarding,sports,601.5,252.5
10410,10411,005123954.jpg,520,396,540,350,592,278,645,283,626,375,604,477,619,281,603,152,603.173,148.4532,606.827,73.5468,488,262,535,222,570,169,635,134,686,151,709,120,2.249863995889529,skateboarding,sports,618.5,280.5
10411,10412,068296159.jpg,561,516,526,401,593,274,565,263,438,326,418,448,579,269,499,108,502.9087,108.533,407.0913,95.467,411,99,464,123,491,103,506,113,535,149,566,199,2.9011225413622217,skateboarding,sports,579.0,268.5
10412,10413,025107902.jpg,974,388,898,341,940,289,955,292,903,357,958,406,948,291,875,246,855.4921,241.3262,798.5079,227.6738,895,354,909,298,885,241,865,250,895,309,885,365,1.757907847414079,skateboarding,sports,947.5,290.5
10414,10415,074674677.jpg,900,347,928,274,860,276,893,252,945,263,946,344,877,264,899,168,903.8019,165.9863,956.1981,144.0137,1003,255,965,229,890,170,907,165,905,234,958,238,1.7045069668382116,skateboarding,sports,876.5,264.0
10416,10417,008330258.jpg,523,355,481,432,510,500,534,355,484,431,539,498,522,428,481,300,457.6322,294.158,400.3678,279.842,481,410,504,363,483,299,478,301,457,341,428,389,1.7708032075868845,skateboarding,sports,522.0,427.5
10418,10419,021932818.jpg,789,580,820,466,735,352,720,359,794,466,813,551,728,356,761,211,776.6161,198.3742,839.3839,147.6258,860,206,865,251,776,208,746,214,680,269,691,258,2.421503665080852,skateboarding,sports,727.5,355.5
10423,10424,006755484.jpg,505,266,527,226,531,190,564,207,570,237,571,284,548,199,576,157,580.8608,151.7652,623.1392,106.2348,504,222,517,182,553,140,598,174,596,219,587,264,1.8639828325389696,skateboarding,sports,547.5,198.5
10424,10425,017143220.jpg,713,629,748,493,664,335,617,352,738,472,725,608,641,344,750,182,758.3084,173.2214,847.6916,78.7786,577,267,641,179,744,166,755,197,755,305,824,320,3.901015252469542,skateboarding,sports,640.5,343.5
10426,10427,046854695.jpg,702,480,616,395,616,373,637,328,631,235,736,249,627,351,528,253,531.854,266.6371,498.146,147.3629,330,249,405,273,470,273,586,232,659,174,710,133,3.718373838117948,skateboarding,sports,626.5,350.5
10431,10432,019275201.jpg,613,384,696,214,526,142,590,142,727,222,683,379,558,142,754,90,775.0999,93.3621,914.9001,115.6379,828,262,733,175,745,78,762,102,739,204,770,313,4.246915115704575,skateboarding,sports,558.0,142.0
10435,10436,008372413.jpg,299,692,303,577,310,448,397,432,446,563,463,668,354,440,321,248,327.7657,220.2606,354.2343,111.7394,370,252,288,330,250,245,392,250,414,339,439,419,3.351073857735756,skateboarding,sports,353.5,440.0
10436,10437,077313867.jpg,1536,660,1536,539,1556,417,1611,417,1617,531,1623,671,1584,417,1573,233,1565.0176,203.6693,1537.9824,104.3307,1521,425,1513,336,1511,249,1635,216,1706,271,1657,338,3.088549173965019,skateboarding,sports,1583.5,417.0
10439,10440,030420452.jpg,1168,777,1240,509,964,523,943,558,1168,572,1024,751,954,541,998,254,1016.8786,230.3668,1114.1214,108.6332,1186,88,1010,174,1001,229,995,278,969,327,955,408,4.674150190141519,skateboarding,sports,953.5,540.5
10440,10441,065439336.jpg,1113,636,1163,530,1221,429,1300,451,1260,564,1219,674,1261,440,1209,303,1213.6104,309.017,1145.3896,219.983,1000,400,1091,362,1156,323,1262,282,1351,256,1428,217,3.364967756160525,skateboarding,sports,1260.5,440.0
11061,11062,045934637.jpg,1242,950,1143,639,1207,451,1364,442,1515,663,1547,961,1286,447,1216,177,1220.4106,185.1835,1128.5894,14.8165,1135,532,1074,367,1097,207,1335,146,1434,251,1506,407,5.8060657936334135,football,sports,1285.5,446.5
11064,11065,000966627.jpg,1,178,243,566,600,621,736,497,593,466,494,85,668,559,939,434,943.9382,374.6215,975.0618,0.37846,786,829,572,755,705,482,1173,386,1208,749,1180,860,11.266050949645132,football,sports,668.0,559.0
11066,11067,022337144.jpg,736,466,785,495,737,395,793,387,843,461,864,572,765,391,751,276,752.3855,262.3964,760.6145,181.6036,708,359,672,330,700,285,801,266,846,304,848,357,2.436325101459163,football,sports,765.0,391.0
11067,11068,003328555.jpg,-1,-1,773,650,856,477,947,443,975,639,-1,-1,902,460,831,223,823.348,189.7229,795.652,69.2771,697,169,690,261,785,235,877,210,920,264,832,270,3.707669888218206,football,sports,901.5,460.0
11069,11070,031409046.jpg,-1,-1,-1,-1,742,612,821,604,-1,-1,-1,-1,782,608,703,368,696.4065,341.6258,666.5935,222.3742,547,339,596,443,656,391,750,345,809,411,722,365,3.687652912083783,football,sports,781.5,608.0
11070,11071,018048301.jpg,767,377,743,308,752,201,731,212,726,321,753,391,742,207,733,83,728.0,70.0,703.0,6.0,690,147,729,142,721,77,744,88,758,167,702,186,2.0354773395938364,football,sports,741.5,206.5
11071,11072,075008407.jpg,-1,-1,-1,-1,834,673,944,648,-1,-1,-1,-1,889,661,832,307,831.2132,271.8554,826.7868,74.1446,408,216,557,295,694,295,969,319,1078,470,971,386,5.932807766985207,football,sports,889.0,660.5
11072,11073,020445133.jpg,784,614,850,548,899,426,946,428,1013,505,984,610,923,427,918,264,918.015,264.0246,864.985,176.9754,984,354,901,391,888,286,947,242,952,296,952,343,3.057905165305164,football,sports,922.5,427.0
11073,11074,068760510.jpg,486,649,560,537,582,461,622,479,618,572,616,638,602,470,636,340,654.0621,313.6391,691.9379,258.3609,744,392,719,397,653,336,619,344,618,408,675,395,2.010277592771705,football,sports,602.0,470.0
11077,11078,003735163.jpg,-1,-1,826,710,712,547,805,489,882,665,-1,-1,759,518,706,274,710.9613,237.3162,734.0387,66.6838,663,439,561,415,619,297,793,251,828,338,919,413,5.165578380007412,football,sports,758.5,518.0
11081,11082,027687052.jpg,1804,692,1817,573,1841,461,1908,464,1916,582,1914,672,1875,463,1858,324,1855.7256,302.3056,1847.2744,221.6944,1761,474,1783,416,1804,330,1912,317,-1,-1,1895,410,2.4315920710513925,football,sports,1874.5,462.5
11082,11083,039768114.jpg,1786,844,1751,696,1854,512,1815,541,1832,708,1896,813,1835,527,1684,358,1684.0342,358.0542,1632.9658,276.9458,1784,531,1795,438,1739,345,1628,370,1590,494,1586,605,2.8753963205095747,football,sports,1834.5,526.5
11083,11084,068026563.jpg,988,879,1104,836,1234,788,1311,800,1147,703,1024,706,1273,794,1416,688,1417.8171,705.015,1403.1829,567.985,1210,665,1294,701,1363,662,1469,713,1554,831,1541,937,4.134274301494761,football,sports,1272.5,794.0
11086,11087,007153882.jpg,-1,-1,578,654,704,508,619,483,599,677,712,634,662,496,728,262,728.575,252.3979,737.425,104.6021,578,402,503,324,642,249,814,274,898,367,869,456,4.441815844899471,football,sports,661.5,495.5
11087,11088,032505152.jpg,753,536,726,418,624,316,602,308,550,472,439,438,613,312,738,239,750.3362,229.5194,833.6638,165.4806,532,168,610,190,692,210,783,268,788,347,764,325,3.152781628974642,football,sports,613.0,312.0
11089,11090,026493089.jpg,-1,-1,-1,-1,584,532,659,547,-1,-1,-1,-1,622,540,610,296,611.0,261.0,614.0,137.0,528,441,580,408,561,315,659,276,692,406,578,419,3.747767335361148,football,sports,621.5,539.5
11090,11091,022127000.jpg,-1,-1,999,619,1045,417,1021,422,905,569,-1,-1,1033,420,943,232,935.301,206.1761,902.699,96.8239,865,365,929,340,930,232,956,232,968,360,884,381,3.423261602624024,football,sports,1033.0,419.5
11298,11299,014378517.jpg,949,687,935,519,1004,402,1091,430,1112,581,1175,680,1048,416,1048,215,1046.3577,194.1552,1036.6423,70.8448,952,356,1004,301,997,212,1098,217,1108,320,1026,334,3.710775660155164,soccer,sports,1047.5,416.0
11300,11301,008358222.jpg,736,877,758,720,720,552,799,559,809,742,785,913,760,556,772,311,777.0121,283.5726,802.9879,141.4274,575,446,604,386,681,302,862,319,871,427,854,516,4.334974048365226,soccer,sports,759.5,555.5
11303,11304,003813161.jpg,774,713,778,665,689,623,653,641,723,703,-1,-1,671,632,639,528,637.0307,518.9826,621.9693,450.0174,723,591,706,546,678,508,600,548,596,618,593,681,2.1177195281717545,soccer,sports,671.0,632.0
11304,11305,071948945.jpg,428,560,444,481,385,389,349,389,372,472,353,545,367,389,400,296,403.2303,290.0605,427.7697,244.9395,429,400,425,345,435,295,365,297,338,355,372,398,1.5408672882503538,soccer,sports,367.0,389.0
11309,11310,020036030.jpg,783,932,922,838,886,672,816,684,840,862,864,1045,851,678,840,413,855.3694,379.3336,908.6306,262.6664,1018,624,951,535,913,403,766,422,718,528,763,612,3.847492690051536,soccer,sports,851.0,678.0
11310,11311,054257020.jpg,655,1004,804,831,705,636,655,644,762,812,749,1027,680,640,735,346,750.0522,333.9376,865.9478,241.0624,744,600,657,466,760,363,710,329,607,474,718,605,4.455540371268114,soccer,sports,680.0,640.0
11315,11316,004592006.jpg,608,859,582,611,474,412,590,456,520,636,507,869,532,434,634,209,675.7403,176.1751,798.2597,79.8249,585,412,445,334,541,190,727,228,647,345,541,404,4.6759982891357,soccer,sports,532.0,434.0
11317,11318,041176455.jpg,501,487,482,624,484,463,600,451,687,583,590,482,542,457,560,255,565.1256,237.814,605.8744,101.186,542,521,487,405,465,273,655,237,641,379,622,499,4.277255194631248,soccer,sports,542.0,457.0
11318,11319,009689216.jpg,518,795,598,867,638,672,715,711,761,833,687,732,677,692,679,493,677.6965,465.917,671.3035,333.083,665,792,641,696,602,523,756,463,773,545,833,561,3.98963456973192,soccer,sports,676.5,691.5
11320,11321,005164180.jpg,841,792,875,573,736,408,707,417,740,660,707,865,722,413,790,184,800.8604,170.8641,884.1396,70.1359,820,432,762,309,779,165,801,203,815,335,894,285,3.9208978563589234,soccer,sports,721.5,412.5
11322,11323,073655720.jpg,843,354,605,290,535,546,638,570,692,818,600,1053,587,558,638,228,652.3295,200.5871,738.6705,35.4129,357,344,357,284,503,206,773,249,872,352,983,430,5.591381940093164,soccer,sports,586.5,558.0
11323,11324,008745016.jpg,-1,-1,546,967,282,910,416,898,705,918,489,1026,349,904,554,609,565.6223,578.1245,641.3777,376.8755,660,722,504,867,464,597,643,620,623,870,691,935,6.451046426743494,soccer,sports,349.0,904.0
11324,11325,002024938.jpg,-1,-1,-1,-1,574,873,438,817,460,936,444,1003,506,845,614,486,633.7011,435.3648,708.2989,243.6352,815,629,820,707,743,483,485,488,416,682,579,762,6.171920932740471,soccer,sports,506.0,845.0
11329,11330,059930039.jpg,636,350,583,258,611,189,649,186,587,251,616,372,630,188,588,60,582.6111,58.0458,502.3889,28.9542,524,143,570,120,557,70,618,49,681,78,648,136,2.560024999877931,soccer,sports,630.0,187.5
11331,11332,078219404.jpg,641,339,653,284,630,220,651,217,656,280,600,307,641,219,639,119,638.5413,110.8588,635.4587,56.1412,602,225,586,183,615,130,662,108,660,150,675,174,1.6441313816115792,soccer,sports,640.5,218.5
11333,11334,058023129.jpg,615,517,612,421,672,351,690,355,634,439,656,533,681,353,582,325,571.4989,327.5159,496.5011,345.4841,631,351,615,299,571,319,592,331,653,310,666,359,2.3136049792477538,soccer,sports,681.0,353.0
11494,11495,071395542.jpg,326,631,441,480,458,302,477,304,444,482,323,602,468,303,544,154,548.7616,138.4257,587.2384,12.5743,593,362,518,299,542,191,545,116,475,136,521,193,3.9480547108671127,skateboarding,sports,467.5,303.0
11621,11622,048155340.jpg,481,528,489,469,474,397,445,397,459,472,454,544,460,397,458,301,459.4979,281.902,464.5021,218.098,487,351,504,344,486,301,430,300,433,318,456,331,1.92,golf,sports,459.5,397.0
11623,11624,007979705.jpg,1130,499,1130,431,1149,369,1124,371,1123,450,1137,509,1137,370,1127,281,1124.7382,277.8226,1087.2618,225.1774,1102,362,1128,329,1145,279,1109,283,1102,331,1086,359,1.938659330568421,golf,sports,1136.5,370.0
11625,11626,005554723.jpg,1038,667,1057,598,1049,515,1083,517,1081,598,1071,671,1066,516,1069,421,1071.088,411.3293,1085.912,342.6707,1073,469,1032,475,1032,424,1105,418,1113,475,1099,477,2.107221867768081,golf,sports,1066.0,516.0
11628,11629,073941146.jpg,997,783,1016,655,999,513,1066,511,1105,655,1105,768,1033,512,1072,376,1069.2224,382.481,1116.7776,271.519,1052,571,1018,489,1013,388,1131,364,1114,448,1081,552,3.621694630970425,golf,sports,1032.5,512.0
11629,11630,007625156.jpg,641,662,645,573,657,476,707,478,734,569,741,655,682,477,694,365,693.4268,351.9305,689.5732,264.0695,684,503,657,446,652,367,736,362,727,424,705,485,2.638363128911561,golf,sports,682.0,477.0
11630,11631,092076481.jpg,1087,768,1085,634,1058,480,1126,484,1147,619,1157,739,1092,482,1128,317,1131.3512,302.314,1158.6488,182.686,1133,504,1082,417,1061,314,1195,319,1176,417,1152,504,3.681086796042712,golf,sports,1092.0,482.0
11632,11633,060595017.jpg,-1,-1,370,904,303,611,410,599,449,873,-1,-1,357,605,491,255,513.0197,231.5491,668.9803,65.4509,541,706,468,523,434,294,547,215,541,425,556,642,6.83528258377077,golf,sports,356.5,605.0
11633,11634,048124346.jpg,-1,-1,610,953,554,673,405,660,474,945,-1,-1,480,667,524,278,555.0336,225.1063,651.9664,59.8937,333,156,505,261,654,289,394,267,253,319,228,148,5.746484142499655,golf,sports,479.5,666.5
11634,11635,074139497.jpg,666,990,678,728,631,498,693,496,755,687,740,896,662,497,793,275,810.2166,261.9602,944.7834,160.0398,843,581,784,437,763,298,822,251,828,398,828,543,5.064227483042206,golf,sports,662.0,497.0
11635,11636,032835735.jpg,372,918,383,648,352,377,450,374,530,578,564,801,401,376,496,121,499.795,119.5371,671.205,53.4629,564,469,475,344,436,135,556,107,556,257,564,427,5.511123297477566,golf,sports,401.0,375.5
11636,11637,049326443.jpg,1158,937,1069,792,1050,610,975,600,973,812,999,982,1013,605,1128,359,1131.1072,353.4349,1191.8928,244.5651,1033,285,1043,338,1156,371,1100,347,971,374,1016,266,3.740690845285133,golf,sports,1012.5,605.0
11638,11639,095565543.jpg,660,930,709,679,645,449,731,458,780,630,764,847,688,454,831,228,865.3327,199.1605,996.6673,88.8395,838,556,798,418,792,252,869,203,860,360,866,498,5.145635820770839,golf,sports,688.0,453.5
11639,11640,092706912.jpg,747,1064,759,786,680,516,705,516,765,764,750,976,693,516,862,269,896.4437,230.6862,1005.5563,109.3138,905,619,871,458,889,295,835,243,856,422,898,580,4.896235288463985,golf,sports,692.5,516.0
11640,11641,026244807.jpg,825,890,720,701,670,452,560,455,604,733,641,948,615,454,729,171,744.0825,148.5801,824.9175,28.4199,583,67,657,179,785,206,673,135,494,166,531,14,4.344596644108633,golf,sports,615.0,453.5
